Cities,Hotel,Review,Sentiment
Yogyakarta,Sofyan Inn Hotel Unisi Yogyakarta ( Syariah Hospitality ),Sekedar usul jika ada tamu yang repeat order bisa diberikan program diskon sehingga menarik pelanggan setia.,Neutral
Yogyakarta,Tjokro Style,Akhirnya saya keluar hotel dulu dan sudah titip pesan sama resepsionis kalau sudah ada kamar ready dan sudah bisa check in jam 12 saya minta dihubungi.,Neutral
Yogyakarta,Tjokro Style,Sampai saya datang lagi jam setengah 12 belum ada juga yang ready padahal saya sudah datang dari jam 7 pagi dan saya lihat sudah banyak yang check out sejak saya baru dtg.,Neutral
Yogyakarta,Tjokro Style,Akhirnya setelah diusahakan berhasil check in jam 12 itupun setelah saya tanya lagi padahal saya duduk persis di depan resepsionis yang seharusnya dia yang samperin saya dan menginfokan kalau sudah bisa check in.,Neutral
Yogyakarta,Tjokro Style,Saya book berdua dengan tmn saya dengan kamar berbeda.,Neutral
Yogyakarta,Tjokro Style,Akhirnya tmn saya minta pindah kamar dan dikasih upgrade kamar deluxe free.,Neutral
Yogyakarta,Tjokro Style,Untuk lokasi agak jauh dari bandara.,Neutral
Yogyakarta,Tjokro Style,Tapi kalau mau cari makan dekat dan dekat dengan indomart.,Neutral
Yogyakarta,Tjokro Style,Dekat dengan alun-alun kidul jogja.,Neutral
Yogyakarta,Tjokro Style,Semoga bisa memperbaiki kekurangannya.,Neutral
Yogyakarta,Tjokro Style,Ac kamar sempat tidak dingin tapi cepat ditangani,Neutral
Yogyakarta,Tjokro Style,Naik taksi online cuma bayar sekitar 15000an.,Neutral
Yogyakarta,Yogyakarta Marriott Hotel,Ada ice cream juga.,Neutral
Yogyakarta,Yogyakarta Marriott Hotel,"semoga kedepan ada solusi, karena hotel bintang 5 kurang elegan dengan landasan kemacetan..",Neutral
Yogyakarta,Yogyakarta Marriott Hotel,Hotel bintang 5 yang masih soft opening.,Neutral
Yogyakarta,Yogyakarta Marriott Hotel,Lokasi satu komplek dengan Mal Hartono.,Neutral
Yogyakarta,Yogyakarta Marriott Hotel,Sofa di dalam kamar cukup untuk tidur 2 orang lagi.,Neutral
Yogyakarta,Yogyakarta Marriott Hotel,Konon satu kolam akan diisi dengan air hangat.,Neutral
Yogyakarta,Yogyakarta Marriott Hotel,"Kolam renang luas, sayang jacuzzi nya belum berfungsi.",Neutral
Yogyakarta,Yogyakarta Marriott Hotel,oh iya sarapannya juga lengkap banget semua ada,Neutral
Yogyakarta,POP! Hotel Malioboro - Yogyakarta,Selalu terdapat genangan di kamar mandi.,Neutral
Yogyakarta,POP! Hotel Malioboro - Yogyakarta,Mohon diperbaiki.,Neutral
Yogyakarta,POP! Hotel Malioboro - Yogyakarta,Dekat kalau ke Malioboro tinggal jalan kaki Di depan hotel ada Tugu Pizza ... mengkol jalan kaki ada angkringan kopi joss Hotel asik2 aja buat budget tipis,Neutral
Yogyakarta,POP! Hotel Malioboro - Yogyakarta,Mungkin ditambah lemari kecil untuk menaruh pakaian.,Neutral
Yogyakarta,Laxston Hotel Yogyakarta,Tetap pertahankan.,Neutral
Yogyakarta,Laxston Hotel Yogyakarta,Makananya akan lebih menyenangkan jika lebih bervariasi lagi karena buffet pasti ekspektasi tamu hotel pilihan menunya banyak,Neutral
Yogyakarta,Laxston Hotel Yogyakarta,Besok ke jogja mampir sana lagi.,Neutral
Yogyakarta,Laxston Hotel Yogyakarta,Penginapan yang terkesan apa adanya,Neutral
Yogyakarta,Uniq Hotel Yogyakarta,Ok penginapannya dan tidak jauh kemana-mana,Neutral
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,Menginap malam tahun baru dengan paket dinner dan dapat hadiah uang tunai 5 jt.,Neutral
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,"Hotel bintang 4, rasa bintang 5.",Neutral
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,"Lokasi oke dekat bandara ,namun fasilitas bermain untuk anak-anak tidak ada.",Neutral
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,Mohon untuk dikembangkan fasilitas bermain untuk anak,Neutral
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,Makanan cukup banyak pilihan.,Neutral
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,"Ini akan menjadi hotel favorit keluarga saya,kl saana ke Jogja lagi saya akan menginap di platinum adisucipto lagi 👍👍☺☺",Neutral
Yogyakarta,Cordela Hotel Kartika Dewi Jogjakarta,Disamping itu menu sarapan pagi juga beragam.,Neutral
Yogyakarta,Cordela Hotel Kartika Dewi Jogjakarta,lainnya ok,Neutral
Yogyakarta,Cordela Hotel Kartika Dewi Jogjakarta,"Tempat tidur besar dan ada sofa, cukup untuk kami bertiga dengan anak2.",Neutral
Yogyakarta,Royal Ambarrukmo Yogyakarta,Lain waktu semoga bisa menginap lagi disana.,Neutral
Yogyakarta,Royal Ambarrukmo Yogyakarta,Sesuai dengan request saat saya pesan.,Neutral
Yogyakarta,Royal Ambarrukmo Yogyakarta,"Semuanya oke, cuma TV nya udah ketinggalan dan gambarnya udah buram.",Neutral
Yogyakarta,Grand Ambarrukmo Yogyakarta,Lokasi dekat mall menjadikan hotel ini tidak membosankan.,Neutral
Yogyakarta,Grand Ambarrukmo Yogyakarta,"Saat malam hujan mau ke amplaz walaupun jaraknya cuma tinggal nyebrang jalan kaki, ternyata hotel menyediakan shuttle PP.",Neutral
Yogyakarta,Grand Ambarrukmo Yogyakarta,Good,Neutral
Yogyakarta,Grand Ambarrukmo Yogyakarta,Hanya kemarin pas hari terakhir baru tau ada fasilitas kursi roda mengingat mama saya yang sudah lansia.,Neutral
Yogyakarta,Grand Ambarrukmo Yogyakarta,Apabila ke Jogja selalu ke grand ambarukmo,Neutral
Yogyakarta,Grand Ambarrukmo Yogyakarta,Ditunggu grand openingnya.,Neutral
Yogyakarta,Grand Ambarrukmo Yogyakarta,Sesuai standar,Neutral
Yogyakarta,Grand Serela Hotel Yogyakarta,"Hanya untuk transit saja, kalau untuk manajemen hotel sepertinya terbagi sendiri untuk hotel restoran dan kolam renangnya.",Neutral
Yogyakarta,Grand Serela Hotel Yogyakarta,Untuk pemandangan kalau mau bagus pilih kamar yang lantai 5 keatas.,Neutral
Yogyakarta,Grand Serela Hotel Yogyakarta,Meskipun makanannya tidak terlalu istimewa,Neutral
Yogyakarta,Grand Serela Hotel Yogyakarta,Benar-benar di luar ekspektasi sebagai sebuah hotel bintang 4.,Neutral
Yogyakarta,Grand Serela Hotel Yogyakarta,"Untuk team house keeping mohon ketika membersihkan kamar agak pagi agar ketika kita balik ke kamar sudah clean,",Neutral
Yogyakarta,@HOM Platinum Malioboro by Horison,"Cuma sayang fasilitasnya terbatas, gak ada kolam renangnya, anak-anak suka itu kalau berlibur",Neutral
Yogyakarta,@HOM Platinum Malioboro by Horison,"Saya menginap selama 4 malam,hanya hari pertama saja yang disediakan pasta gigi.",Neutral
Yogyakarta,@HOM Platinum Malioboro by Horison,Mohon ditingkatkan lagi pelayanannya,Neutral
Yogyakarta,@HOM Platinum Malioboro by Horison,Tempatnya ok dekat dengan ikon yogya Malioboro kamarnya cukup luas makanannya ok.,Neutral
Yogyakarta,@HOM Platinum Malioboro by Horison,Air panasnya tidak berfungsi baik.,Neutral
Yogyakarta,@HOM Platinum Malioboro by Horison,Makanan harap ditingkatkan lagi variasinya,Neutral
Yogyakarta,Hotel Citradream Yogyakarta,Hotelnya cukup bagus karena masih baru namun agak jauh menuju Malioboro harus naik bejak motor.,Neutral
Yogyakarta,Hotel Citradream Yogyakarta,"Saran agar matras diganti, terlalu lunak.",Neutral
Yogyakarta,Hotel Citradream Yogyakarta,Saluran tv beberapa kabur dan ketenangan kurang terjaga.,Neutral
Yogyakarta,Hotel Citradream Yogyakarta,Ini udah ke 4x nya menginap di citra dream.,Neutral
Yogyakarta,Hotel Citradream Yogyakarta,Namun tidak apa-apa kedap suaranya aja lebiih di perhatikan soalnya suka berisik kedengeran suara dari luar,Neutral
Yogyakarta,Hotel Citradream Yogyakarta,Tidak ada yang istimewa.,Neutral
Yogyakarta,Yellow Star Ambarukmo Hotel,Sebenarnya hotelnya standar aja.,Neutral
Yogyakarta,Yellow Star Ambarukmo Hotel,Tapi karena overprice kelewatan pas liburan akhir tahun.,Neutral
Yogyakarta,Yellow Star Ambarukmo Hotel,Cuma ada perlu pembenahan sedikit pada area toilet.,Neutral
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,lewat jadi becek,Neutral
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,Namun makanan cukup lengkap.,Neutral
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,"Dari luar luar biasa, pas sampai dalem biasa ajah.",Neutral
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,nah breakfast nya dapat makanannya banyak.,Neutral
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,Beraneka ragam.,Neutral
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,reasonable price.,Neutral
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,Kalau bisa tempat untuk mandinya dikasih skat biar air mandinya tidak tumpah ke lantai wadtafel,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,Saya sudah pernah menginap 2 kali di grand whiz kartika street bali.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,dahulu sebelum ganti jadi grand zuri.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,saya pikir ini satu manajemen pastinya kualitas tidak terlalu berbeda.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,"dan melihat review pengunjung kalau sarapan enak, ternyata tidak, bahkan saya harus menunggu 20 menit ketika menu habis.",Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,smoga dapat ditingkatkan lagi thanks.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,Dan yang pasti pas sama pas sama isi kantong dengan pelayanan yang maksimal di Whiz Hotel.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,"Sukses untuk Whiz Hotel Oia hanya sekedar masukan aja, untuk parkiran kendaraan harap di perluas pasti makin di karenakan tarif room di Whiz Hotel ramah sama kantong para traveler dengan pelayanan yang di dapat maksimal.",Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,Pastinya jika lahan parkiran di tambah makin ramai tingkat hunian di Whiz hotel.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,"Air menggenang (saya pindah kamar dari 501 ke 316, kondisinya sama).",Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,"Keamanan, dengan adanya proyek pembangunan hotel dibelakang whiz, pergerakan 'crane' cukup pengkhawatirkan, karena persis di atas whiz hotel.",Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,"Ruang internat, tidak dibatasi dengan penutup tembok atau kaca.",Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,Lebih lemah dari provider sim card saya.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,untuk berbadan besar kamar pas-pasan untuk 2 orang.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,kalau bawa anak kecil masih boleh sampai 2 anak dengan extra bed.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,tapi space memang pas-pasan banget.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,paling OK-nya adalah lokasinya yang pas di tengah-tengah jl.Malioboro.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,street food OK...bubur/penyet2/ soto/ gudeng/ sate/ sekoteng... selangkah dari pintu hotel.,Neutral
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,Untuk kebersihan kamar mandi mungkin lebih ditingkatkan,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,"Ada kejadian, gordennya lepas tapi langsung ditangani kok, so far suka deh, apalagi ada kolam renang buat anak-anak next time bakal balik lagi.",Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Kebersihan dan kerapian hotel perlu ditingkatkan,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Kolam renangnya hanya cocok untuk anak-anak tetapi bagi orang dewasa kurang layak.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Mungkin bisa dipikirkan ke depannya untuk mrnambah fasilitas swimming pool buat orang dewasa.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Cocok di lidah dan bervariasi setiap hari ganti menu.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,"Sepertinya hotel lama tapi sedang dalam renovasi, lahan parkir sedkit sekali, resepsionis tidak informatif, awalnya dapat kamar lantai 11 yang tidak bisa di akses lift jadi harus naik tangga 1 lantai.",Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Dengan harga yang sama saya dapat hotel dan sarapan yang jauh lebih baik.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Harga permalam tidak ada beda walau durasi menginap lebih lama.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Hotel seperti kelas 3 atas dan harga permalam murah.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,"Saya pesan kamar tanpa sarapan, ternyata malah dapat dan tidak ada biaya tambahan.",Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Dulu waktu nama hotel nya masih zodiak serin menginap disini.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,"Setelah menjadi top Malioboro, 2 kali menginap.",Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,"Pertama tanggal 24 desember, via online, sudah do payment, sampai hotel, pihak hotel bilang kuota utnuk online sudah habis.",Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Akhirnya dikasihlah kamar 509.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,Akhirnya kutemui lah pegawai hotel yang di lantai 5.,Neutral
Yogyakarta,Top Malioboro Hotel Yogyakarta,"Kata bapaknya 'lho, maaf ibu, tadi receptionist menginstruksikannya 509 ya, harusnya 508 ibu'.",Neutral
Yogyakarta,Artotel Yogyakarta,Shower di kamarmandi terlalu pelan.,Neutral
Yogyakarta,Artotel Yogyakarta,"Ada welcome drink, hotel nya lucu.",Neutral
Yogyakarta,Artotel Yogyakarta,Sayang tidak ada nuansa jogja nya.,Neutral
Yogyakarta,Artotel Yogyakarta,dapat view Merapi.,Neutral
Yogyakarta,Artotel Yogyakarta,Jaga terus pelayanan nya,Neutral
Yogyakarta,Artotel Yogyakarta,Hotel baru dengan lokasi yang cukup strategis,Neutral
Yogyakarta,POP! Hotel Sangaji Yogyakarta,"Saya kira airnya yang kuning, toilet saya flush berkali-kali tetap kuning, ternyata setelah saya ambil air kran dan saya masukkan ke gelas, airnya tidak kuning.",Neutral
Yogyakarta,POP! Hotel Sangaji Yogyakarta,Jadi yang kuning di toilet itu apa ya?,Neutral
Yogyakarta,POP! Hotel Sangaji Yogyakarta,Apakah tidak pernah di gosok?,Neutral
Yogyakarta,POP! Hotel Sangaji Yogyakarta,Lokasi strategis.,Neutral
Yogyakarta,POP! Hotel Sangaji Yogyakarta,Cocok buat saya yang mesti wara wiri.,Neutral
Yogyakarta,POP! Hotel Sangaji Yogyakarta,"karena saya hanya meletakkan barang di hotel lalu keluar untuk kulineran dan explore yogya, jadi saya tidak mempermasalahkan hal itu.",Neutral
Yogyakarta,POP! Hotel Sangaji Yogyakarta,"hanya masukan buat pihak hotel saja, untuk di tingkatkan lagi fasilitas dan kenyamanannya.",Neutral
Yogyakarta,Kangen Boutique Hotel ,"Nice, cuma lampunya kurang suka karena terlalu redup.",Neutral
Yogyakarta,Kangen Boutique Hotel ,bed cover sepertinya tidak diganti.,Neutral
Yogyakarta,Indoluxe Hotel Jogjakarta,"Tapi aku merasa ada orang lain yang gabung sama kita di kamar itu, dan bukan cuma aku yang merasa.",Neutral
Yogyakarta,Indoluxe Hotel Jogjakarta,Kolam renangnya memanjakan mata skali.,Neutral
Yogyakarta,The Westlake Resort Yogya,Trip kami yang kedua.,Neutral
Yogyakarta,The Westlake Resort Yogya,"Liburan dalam kota rasa luar kota, tempatnya nyaman untuk liburan keluarga, bakal menginap lagi disana meski dalam kota, semoga kualitas dan pelayanannya selalu dijaga biar nyaman terus.",Neutral
Yogyakarta,The Westlake Resort Yogya,"untuk mas putra terima kasih banyak sudah banyak memberitahu kami tentang westlake, makasih juga udah banyak membantu bawa barang bawaan kami.",Neutral
Yogyakarta,The Westlake Resort Yogya,"Kamar, makanan, view ok. sayang wifi nya tidak bisa.",Neutral
Yogyakarta,The Westlake Resort Yogya,sudah ditanyakan ke petugasnya tapi masih belum bisa..,Neutral
Yogyakarta,The Westlake Resort Yogya,"View oke, makan enak, kamar oke tapi sayang acnya ga dingin bikin susah tidur",Neutral
Yogyakarta,The Westlake Resort Yogya,Kami 1 keluarga 7 orang datang dari kota malang.,Neutral
Yogyakarta,The Westlake Resort Yogya,Cukup melelahkan perjalanan selama lebih 7 jam.,Neutral
Yogyakarta,The Westlake Resort Yogya,Padahal saya mengajak ibu saya yang sudah cukup sepuh juga keponakan balita saya.,Neutral
Yogyakarta,The Westlake Resort Yogya,Jam 17.45 kami baru bisa masuk kamar.,Neutral
Yogyakarta,The Westlake Resort Yogya,Apapun alasannya harusnya pigak hotel ses komitmen atau aturan yang dibuatnya sendiri...sama bila tamu telat check out juga dikenakan biaya,Neutral
Yogyakarta,The Westlake Resort Yogya,"Melepas penat setelah sepekan bersama keluarga,sangat cocok",Neutral
Yogyakarta,Neo+ Awana Yogyakarta,"Sudah sekian kali menginap di sini, secara pelayanan dan kebersihan masih terjaga.",Neutral
Yogyakarta,Neo+ Awana Yogyakarta,Cukup ok lah dan tidak mahal juga.,Neutral
Yogyakarta,Neo+ Awana Yogyakarta,Pelayanan dan kenyamanan pas di hati.,Neutral
Yogyakarta,Neo+ Awana Yogyakarta,makanan pas di lidah,Neutral
Yogyakarta,Neo+ Awana Yogyakarta,Sudah langganan menginap disini dari tinggal 3 makam extend 6 malam.,Neutral
Yogyakarta,Neo+ Awana Yogyakarta,Hanya ada beberapa penurunan dibanding dulu.,Neutral
Semarang,Candi Indah Hotel,"Awal masuk di lobby sangat ramai karena ada event di hotel, saya request kamar di high floor namun di kasih lantai 2, dan harus naik pakai tangga.",Neutral
Semarang,Candi Indah Hotel,dan pihak front office menelpon saya.,Neutral
Semarang,ibis Semarang Simpang Lima,"Saat ingin kuliner tinggal jalan kaki ke mall ciputra, banyak aneka pilihan makanan.",Neutral
Semarang,ibis Semarang Simpang Lima,Perlengkapan mandi berupa pasta dan sikat gigi tidak disediakan.,Neutral
Semarang,ibis Semarang Simpang Lima,Mungkin karena kelas standard.,Neutral
Semarang,ibis Semarang Simpang Lima,didepan hotel ada lumpia mbak tien dan lumpia mataram.,Neutral
Semarang,ibis Semarang Simpang Lima,deket pandanaran pusat oleh-oleh semarang.,Neutral
Semarang,ibis Semarang Simpang Lima,Dekat dengan lokasi / pusat kota.,Neutral
Semarang,New Hotel Siliwangi Semarang,"Masalah klasik di kamar mandi, ada kamar yang klasik kami, minta pindah ornsmen klasik etnik, kamar kedap suara sarapan enak ada gocar standby di depan hotel.",Neutral
Semarang,New Hotel Siliwangi Semarang,"Baik deket kota penting di semarang, tapi harus di benahi lagi kebersihannya",Neutral
Bandung,Hotel Promenade Bandung,Dekat dengan ciwalk.,Neutral
Bandung,Hotel Promenade Bandung,cuma jalan kaki doang depannya teras cihampelas satpam ramah,Neutral
Bandung,Hotel Promenade Bandung,Airnya terlalu kecil keluarnya.,Neutral
Bandung,Hotel Promenade Bandung,hidangan breakfast yang biasa seperti hotel bintang 1,Neutral
Yogyakarta,Harper Mangkubumi,"Mantap, luar biasa, nyaman.",Positive
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,"Nyaman untuk liburan, room service cepat tanggap",Positive
Kuala Lumpur,Pacific Regency Hotel Suites Kuala Lumpur,Hotel yang sangat bagus dan ruangannya besar lokasi persis depan KL tower kalau ke klcc bisa jalan kaki atau naik grab cuma rm 5,Positive
Yogyakarta,Best City Hotel,Impressed with this hotel bisa fulfill keinginan untuk mendapat kamar dengan connecting door karena saya pesan 2 kamar.,Positive
Yogyakarta,Hotel Tentrem Yogyakarta,"Kamar luas dan bersih, makanan juga enak, very recommended",Positive
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,"Good banget untuk Whiz Hotel, pelayanannya ramah dan sopan.",Positive
Kuala Lumpur,Travelogue Guest House,"WiFi-nya ngebut, tempatnya bersih cuma agak berisik saja sama pengamen diluar.",Positive
Yogyakarta,Adhisthana Hotel Yogyakarta,"Hotelnya bagus, unik, dan bersih.",Positive
Kuala Lumpur,The Zon All Suites Residences On The Park,"Awalnya sempat ragu pesan hotel ini, kok luas banget tapi murah banget, bintang 4 lagi.",Positive
Yogyakarta,de Laxston Hotel Jogja by Quin's,Kamar mandi juga cukup luas untuk sekelasnya.,Positive
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,Nyaman.,Positive
Yogyakarta,Pesonna Malioboro,Cukup bagus dan syar'i cocok untuk keluarga.,Positive
Yogyakarta,Lafayette Boutique Hotel,Proses check in di resepsionis cepat dan ramah langsung terima kartu akses.,Positive
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,Recommended.,Positive
Yogyakarta,Tjokro Style,Good recovery.,Positive
Yogyakarta,Grand Tjokro Yogyakarta,Proses check in dan check out cepat.,Positive
Yogyakarta,Harper Mangkubumi,recommended,Positive
Solo,Guest House Puri Dewi,untuk kamar nyaman sekali buat yang hanya ingin mencari tempat istirahat,Positive
